1,44,36,65,55,6,9,19,10,16,6,0,14,14,9,27,15,8,11,19,16,0,1,4,1,7,1,0,1,5,5,5,4,1,0,5,4,2,6,7,1,1,0,0,5,0,0,0,0,3,3,5,3,3,2,5,4,2,3,0,4,5,2,13,7,1,6,4,4,1,0,3,4,5,2,0,4,4,2,9,4,3,2,5,5
1,57,46,68,29,20,11,18,8,17,17,4,7,14,12,34,8,6,6,11,6,10,1,6,3,6,3,2,0,4,2,9,3,2,2,2,2,8,3,2,4,3,7,1,5,1,0,3,0,1,3,3,0,1,6,6,1,6,3,1,2,8,7,15,4,2,0,3,3,1,1,4,0,2,4,0,0,1,2,7,1,1,1,3,1
1,52,71,57,20,12,16,23,0,28,26,8,9,11,23,14,9,1,6,11,2,2,6,4,0,10,4,2,0,3,10,7,3,0,0,0,0,6,8,13,0,6,10,5,5,0,4,2,2,0,2,6,1,3,2,6,0,7,11,1,4,6,3,4,1,1,2,5,1,1,0,0,0,5,1,0,0,1,6,1,3,0,2,0,0
1,47,48,66,39,13,10,19,5,14,18,2,14,18,9,28,10,2,10,17,10,1,4,7,1,2,1,1,6,5,3,7,3,0,2,3,0,1,3,8,2,7,6,1,4,1,1,0,0,1,1,7,5,10,2,4,2,3,3,0,3,5,4,13,6,1,3,4,2,1,1,0,0,2,7,0,1,7,1,8,1,0,4,3,3
1,43,52,65,40,8,7,24,3,13,19,3,17,18,10,31,6,3,16,7,14,3,1,3,1,1,2,1,3,5,5,11,3,0,2,1,0,1,2,10,0,6,5,2,6,0,1,1,1,1,7,3,6,2,3,11,2,2,6,0,2,11,4,15,1,0,1,3,2,2,0,0,0,4,6,0,6,2,0,4,1,2,6,0,6
1,49,49,58,44,11,11,16,11,21,13,2,13,12,15,21,9,5,10,19,10,1,4,3,3,7,3,1,0,5,2,6,3,2,4,3,2,5,4,8,4,4,2,1,6,0,0,2,0,3,3,6,1,5,2,2,3,5,6,0,4,5,6,9,0,0,2,5,2,0,1,3,1,5,2,0,3,2,7,4,6,0,1,4,5
1,41,49,66,44,11,6,16,8,16,17,2,14,8,19,25,13,6,7,22,9,3,1,5,2,2,2,0,2,2,7,4,3,3,0,4,1,3,1,8,4,6,4,1,6,0,1,0,1,0,3,5,6,3,2,2,1,5,10,0,4,4,7,10,4,2,0,9,2,2,2,1,1,3,1,1,2,2,4,11,4,1,4,4,0
1,51,46,65,38,17,7,20,6,12,16,9,9,15,13,24,13,7,9,12,10,8,3,4,2,3,1,0,3,4,7,7,2,1,2,2,1,5,1,6,0,5,7,3,1,3,1,3,2,1,3,2,3,3,3,7,2,3,2,4,4,4,4,8,8,1,4,4,4,1,0,3,2,1,5,2,1,4,1,6,1,4,0,4,2
1,72,29,34,65,32,6,17,17,11,7,2,9,12,7,5,9,17,9,10,29,16,3,5,8,2,1,0,3,5,3,3,6,7,0,3,7,3,0,5,3,3,1,2,1,0,0,0,2,2,3,2,2,6,2,2,2,2,2,0,3,3,0,1,0,0,0,2,7,7,1,5,4,4,3,0,2,4,4,1,1,7,6,3,13
1,45,49,56,50,8,9,16,12,14,14,9,12,12,14,16,13,10,12,15,13,2,2,3,1,2,3,1,3,4,2,5,5,2,2,2,6,2,2,6,4,3,4,4,3,2,3,2,1,1,3,5,3,1,3,5,3,6,3,2,3,1,3,8,4,3,5,3,2,3,1,2,4,3,4,2,3,5,6,1,3,4,2,5,2
1,51,39,51,59,9,14,15,13,16,8,3,11,15,9,14,13,11,8,18,22,3,2,2,2,5,5,0,4,7,3,3,2,4,0,6,3,2,3,8,3,3,1,2,2,1,0,1,1,1,1,3,6,2,3,5,5,4,0,1,3,2,5,4,3,1,0,6,6,2,6,0,3,4,2,0,2,5,1,5,7,5,7,3,7
1,39,65,48,48,5,11,12,11,23,24,3,15,8,14,15,10,3,16,18,11,0,0,2,3,5,2,2,2,1,2,5,4,2,4,2,3,1,6,9,7,6,12,0,6,1,0,1,1,1,5,7,2,3,4,1,0,7,2,0,5,3,8,1,2,0,4,4,2,1,1,0,1,5,8,1,2,3,4,8,3,0,3,4,4
1,70,44,37,49,28,12,16,13,19,13,1,11,13,9,9,6,9,10,11,19,12,3,4,8,7,3,0,2,6,2,5,3,0,5,3,5,5,5,5,4,8,3,0,2,0,0,0,1,4,1,3,3,6,1,6,0,2,3,1,3,4,2,2,1,1,1,1,3,4,3,1,1,2,4,0,4,3,5,2,1,4,3,4,8
1,66,55,36,43,32,14,9,10,17,16,6,16,5,15,10,6,11,10,11,11,21,5,3,3,3,1,5,5,1,4,2,2,2,3,2,3,5,4,2,5,8,5,0,3,0,3,2,1,3,1,8,4,2,1,2,0,2,6,1,6,2,5,2,1,2,3,0,1,3,4,2,2,4,4,0,2,2,3,4,2,4,3,1,3
1,54,30,68,48,18,3,20,12,8,11,0,11,17,12,25,14,10,4,23,11,5,3,7,3,1,1,0,1,5,1,9,5,5,0,5,2,1,0,6,1,4,3,0,4,0,0,0,0,1,0,6,4,9,0,5,3,3,5,0,4,5,5,8,7,2,2,6,4,3,0,2,4,0,2,0,2,7,6,8,2,2,2,6,1
1,55,49,33,63,21,6,12,15,16,15,1,17,4,11,7,11,14,17,12,20,10,2,4,5,1,3,0,2,2,4,2,4,6,3,2,4,2,3,5,5,3,6,1,5,0,0,0,1,1,8,4,4,2,0,1,1,7,2,0,2,0,4,2,1,3,1,4,3,7,1,2,4,5,4,0,8,2,3,2,5,4,5,2,9
1,62,43,53,42,17,9,22,13,20,11,2,10,14,12,15,12,10,11,14,7,5,0,8,4,4,3,0,2,6,4,8,4,3,3,5,2,8,3,5,4,6,2,2,1,0,1,1,0,2,2,2,4,2,4,6,2,4,4,0,4,4,3,2,6,3,4,4,1,2,2,3,2,6,2,0,3,4,4,4,2,2,2,3,0
1,57,40,73,30,15,8,29,5,18,12,2,8,21,16,24,12,3,4,18,4,3,2,9,1,6,2,0,0,10,7,6,6,0,0,4,0,4,2,10,2,6,4,1,1,0,0,2,0,1,2,4,1,6,4,10,1,4,6,1,5,6,6,8,4,2,1,7,2,2,0,0,1,2,0,0,2,5,3,8,2,0,1,3,0
1,43,42,71,44,12,5,20,6,12,12,4,14,17,14,29,11,2,11,17,13,3,0,7,2,2,1,0,2,1,5,10,4,0,1,5,0,2,2,6,2,6,2,1,3,0,0,4,0,1,3,6,3,7,3,5,2,3,4,0,7,12,3,10,4,1,3,2,5,0,0,2,0,1,5,3,2,4,5,5,3,0,4,4,5
1,34,67,49,50,8,7,17,1,10,30,1,26,14,8,21,6,2,21,10,17,1,2,4,1,2,4,0,1,4,4,5,4,0,1,0,0,1,3,6,0,6,11,0,13,0,0,1,0,1,10,7,8,5,1,7,0,1,2,1,4,8,1,11,1,0,2,1,3,1,1,0,0,1,13,0,7,2,3,4,1,1,8,2,6
1,40,60,49,51,8,9,15,8,16,18,3,23,12,16,12,9,4,16,19,11,2,1,5,0,1,3,0,5,2,6,3,4,1,2,3,2,2,6,6,2,3,6,0,9,0,1,2,0,0,11,5,6,3,2,3,4,7,3,0,6,5,2,3,2,1,2,6,0,1,0,1,2,5,6,2,3,5,7,4,3,2,1,5,3
1,45,55,52,48,12,10,17,5,13,22,2,18,13,10,14,15,7,12,19,10,1,4,5,2,2,4,1,3,2,2,7,6,2,1,1,1,6,4,2,1,6,8,1,7,0,0,2,0,2,3,10,3,4,1,5,2,3,4,0,3,6,4,2,2,2,2,6,5,1,1,5,0,2,5,0,5,5,4,3,7,1,6,2,1
1,49,50,70,31,10,12,22,5,18,15,5,11,18,17,27,8,3,6,15,7,2,2,4,2,3,7,0,2,7,4,9,2,1,2,1,1,4,4,10,0,5,4,2,4,0,3,2,0,1,1,5,4,3,5,7,3,6,3,2,5,6,10,7,4,1,2,4,1,1,1,1,0,4,1,1,0,4,0,9,2,0,1,5,1
1,36,68,49,47,6,10,14,6,16,32,2,18,9,12,20,8,5,13,13,15,2,1,1,2,2,5,0,3,2,5,5,2,0,1,4,1,3,4,6,3,10,14,1,7,2,0,0,0,2,5,5,5,0,5,3,1,2,6,0,4,5,3,9,3,2,1,2,3,1,0,4,0,2,7,1,3,0,4,6,3,1,6,2,6
